StationName,NVG_cluster,PVG_cluster,Neg_Depth,Pos_Depth,Category,TectonicType,logS_AttenuationRF_Neg,logS_AttenuationRF_Pos,dVsCAM22RF_Neg,dVsWINTRF_Neg,dVsCAM22RF_Pos,dVsWINTRF_Pos,Negdep_Isostat_pressure,Posdep_Isostat_pressure,Temperature_N_CAM22,Temperature_N_WINT,T_N_solidus_norm_CAM22,T_N_solidus_norm_WINT,Temperature_P_CAM22,Temperature_P_WINT,T_P_solidus_norm_CAM22,T_P_solidus_norm_WINT,log_omegaGBs,Neg_Depth_scaled,logS_AttenuationRF_Neg_scaled,dVsCAM22RF_Neg_scaled,Negdep_Isostat_pressure_scaled,Temperature_N_CAM22_scaled,T_N_solidus_norm_CAM22_scaled,KMeans_k3,GMM_k3,Agglomerative_k3,KMeans_k4,GMM_k4,Agglomerative_k4,KMeans_k5,GMM_k5,Agglomerative_k5,KMeans_k6,GMM_k6,Agglomerative_k6,KMeans_k7,GMM_k7,Agglomerative_k7,KMeans_k8,GMM_k8,Agglomerative_k8,KMeans_k9,GMM_k9,Agglomerative_k9,KMeans_k10,GMM_k10,Agglomerative_k10,tsne_1,tsne_2
JP_JSD,1,1.0,60.26129681,151.9329221,LVL,2,-5.60690784454346,-6.171462059021,-4.47400010610563,-0.243571154981464,2.89810996611475,2.51890445241284,19.4982130422899,50.9195597079197,1361.75677321096,1135.91471787682,1.02861431268886,0.85802263648518,1300.54083476536,1254.26357038097,0.805319608198681,0.776663846359981,9.18590672592565,-1.1554875960751458,0.17493370725215462,-1.172397808184934,-1.1571246238387478,0.579256610943584,1.1687905161531327,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,7.5682645,-19.664438
B08A,1,1.0,66.51567832,85.9898503,LVL,3,-5.76814079284668,-5.79488611221313,-4.09144323377995,-1.66049348080613,-2.97652660028129,-9.92581403714533,21.7427642251204,28.2517252155834,1347.46048467432,1234.48829707712,0.998612019274444,0.914887571944504,1370.28517410552,1388.18312741309,0.96784367570248,0.980485147159734,11.1391948560074,-1.0427429319523063,-0.04831810289023113,-1.077900656960178,-1.0397302821957861,0.541717950117985,1.0440490241118594,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,5.916202,-19.388357
MY_SBM,1,1.0,66.93929025,92.53372476,LVL,3,-4.75261306762695,-4.7402229309082,-7.29380581068317,-2.17212516367651,-6.25920725014245,-3.99509353267538,21.5080048789847,30.1558508603292,1403.62477714498,1259.1833743092,1.04023575381298,0.933189259616501,1436.25864283087,1399.37929165207,0.998094956796991,0.972466498715822,11.5891755214417,-1.0351066877145805,1.357836193058696,-1.868931122225224,-1.0520086472849612,0.6891920529358171,1.2171093524990229,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,7,3,3,17.878918,-22.619728
DOSE,1,1.0,67.62532022,155.7129145,LVL,3,-4.88489580154419,-5.37813377380371,-5.01435333872206,2.29780290911434,-1.06215918722754,-0.962369781389562,22.1274726211276,51.8112436905521,1371.32853501861,1080.08678728408,1.0135465890751,0.798290308413953,1427.70384791883,1430.57301637731,0.878262701721724,0.880027692161237,7.95342445574679,-1.0227399623361901,1.1746704064846762,-1.305872971830329,-1.019609293545916,0.6043897858287935,1.1061429612051228,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,15.899881,-18.731272
Q12A,1,2.0,62.00335717,35.0,LVD,3,-4.57037591934204,,-7.13260954871022,-0.488904851869916,,,20.6664802133026,,1394.14858166961,1194.14787911279,1.04744446406432,0.897180976042666,,,,,10.3715526776548,-1.1240843294442437,1.6101715479470733,-1.8291132842867242,-1.0960220049930638,0.6643098125588615,1.2470812369821362,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,18.64708,-22.681356
I12A,1,4.0,65.63693732,35.0,LVD,3,-5.22470903396606,,-7.50040518574318,-2.72136257556632,,,21.5928840302666,,1403.14807672939,1223.65939366179,1.04271593514693,0.909333213025857,,,,,10.9371933043003,-1.0585835644333217,0.7041467322177672,-1.919964194169009,-1.047569304506693,0.6879403507775683,1.2274212815191279,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,14.491336,-22.356672
R06C,1,1.0,68.09531965,164.9908103,LVL,3,-3.81913590431213,-5.63408517837524,-6.54458624101902,-1.67118860710583,-3.62631702241758,-1.64550470621516,22.3762632718829,55.3336028671007,1379.28181133093,1245.60345492626,1.01942484207755,0.920623396102189,1486.18626838566,1487.37188255465,0.901265171853039,0.901984161646238,11.3435403573238,-1.0142675134156134,2.650378868918522,-1.6838629138182215,-1.0065970642522575,0.6252732019108963,1.1305831611589494,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,22.357138,-24.006119
F05A,1,4.0,87.5,63.54376995,LVD,3,-4.8814640045166,-4.72821092605591,-5.78339686479082,-10.6158009621711,-6.59906911064443,-0.0831775424007321,28.5579648495499,20.7258918501334,1400.3838201346,1378.22438004128,0.984495853163741,0.96891735492159,1371.58360545711,1115.82718090941,1.02484453707879,0.833743846258588,13.5694786355578,-0.6644688698608792,1.179422257185874,-1.4958379878540682,-0.6832821884344861,0.6806820689878017,0.9853577901375442,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,7,3,7,7,3,7,7,3,18.967777,-17.620504
N14A,1,4.0,67.85388437,115.0,LVL,3,-5.32731008529663,-5.66414308547974,-6.8624318498032,-0.826615995405479,-3.86113688322454,-2.08482751872946,22.432802052495,38.2213500129494,1401.88764941431,1227.70078055577,1.03613277857672,0.907391559908185,1432.65927988264,1409.80229124634,0.949409728219114,0.934262618453506,11.0129219689915,-1.0186197486458244,0.5620797994157691,-1.762375435046264,-1.0036399773397269,0.6846307677795168,1.2000502815236838,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,13.778246,-21.82064
MUR,1,1.0,71.71450474,112.3695585,LVL,4,-4.08819198608398,-4.74008321762085,-3.88596922022249,0.0340956023080569,-6.60342918576117,-3.3249995287267,23.5118674213969,37.0012217636671,1368.00834726635,1196.87202365021,1.00024982739436,0.875119685827596,1470.35784760255,1443.15558830742,0.980238565068364,0.962103725538281,10.4247171976879,-0.9490262410822858,2.2778293502406224,-1.0271455657920157,-0.9472027842202487,0.5956717607560648,1.0508585911584065,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,23.469652,-21.868088
IRON,1,1.0,68.920395,124.5868679,LVL,3,-4.5630898475647,-5.21096801757812,-8.36315581400026,-4.73862087438571,-5.33007534806899,-2.23696497333275,22.6212535022595,41.4400062401902,1415.71043632535,1309.03836186646,1.04352120613662,0.964893141424906,1459.59148832153,1431.39272415365,0.948443611368176,0.930120033889482,12.454803035893,-0.9993942852533958,1.6202602347213142,-2.1330762370713687,-0.9937836042500893,0.7209261257102267,1.230769382391417,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,18.634863,-23.247013
M18A,1,1.0,70.49010477,162.6882349,LVL,3,-5.68474817276001,-5.81302499771118,-4.3037181333007,3.08400851571824,0.384358809828614,-0.542799101963375,23.840324192803,54.9711647466473,1323.09093313132,951.91959200697,0.972622592353338,0.699769364376601,1370.67879647317,1427.47176651037,0.833847667887313,0.868397473239062,4.69898488820973,-0.9710978980717015,0.06715180312334963,-1.1303356665818458,-0.9300238636715238,0.4777292912783092,0.9359919550519775,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,7,1,8,7,1,8,7,1,6.4139395,-19.067228
X18A,1,1.0,68.37029302,35.0,LVD,3,-4.90773296356201,,-3.35016831576198,-0.84377345279621,,,22.6475758118021,,1360.02748932454,1239.05322406436,1.00519400541355,0.915782131607065,,,,,11.2234818181396,-1.0093107035066227,1.143048843940246,-0.8947948938844358,-0.9924068968606953,0.574715921860741,1.07141515776858,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,15.063216,-16.713423
J08A,1,1.0,68.4384342,35.0,LVD,3,-4.5630898475647,,-8.35861485313227,-4.67510124604562,,,22.4261283836113,,1413.94939245799,1301.58368629394,1.04504759235624,0.961998289943781,,,,,12.3288532799188,-1.0080823559170566,1.6202602347213142,-2.131954553220182,-1.0039890230513766,0.7163020424548837,1.237115687050085,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,18.593502,-23.27519
MY_KOM,1,4.0,67.75192867,35.0,LVD,3,-4.14385795593262,,-4.34005015064022,0.0275420346939986,,,21.9855111455399,,1361.95883812982,1212.28569711249,1.00662146203239,0.895998297939756,,,,,10.7218580352793,-1.0204576539820325,2.200751255081879,-1.1393102070624839,-1.027034151616769,0.5797871854653832,1.077350139671421,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,22.792494,-21.917557
R18A,1,1.0,75.16994934,178.3693713,LVL,3,-5.79406023025513,-5.94533681869507,-3.16591850250634,1.54236913946296,0.0611506247425376,-0.101126886965508,25.1253365046317,60.2806973100784,1356.876364722,1163.23772942432,0.984194655262571,0.84374109967915,1453.075133991,1447.30201541794,0.864411144551458,0.860976808695981,9.75418339267295,-0.8867366381536536,-0.08420754968262195,-0.8492824910866399,-0.8628152495378079,0.5664418164962063,0.9841054900192607,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,4.7799892,-17.943508
X20A,1,1.0,70.31764032,93.91739631,LVL,3,-5.3514928817749,-5.54825592041016,-4.73509047028241,-2.02487356199546,-4.55705359774898,-3.59762135825701,23.3452833562571,31.2277713414975,1380.77413699908,1288.58061592501,1.01502631977389,0.947253577009322,1414.38881359062,1408.07654331987,0.980670805392406,0.976294173513824,12.1062833150163,-0.9742068300192157,0.5285949990390785,-1.2368909526341487,-0.95591545105756,0.6291916949487533,1.1122952847170862,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,12.1343775,-19.881697
HLID,1,1.0,67.57459979,97.16761418,LVL,3,-5.22470903396606,-5.46392679214478,-7.47997113248684,-2.96014015711991,-6.20934861580976,-3.35189203112692,22.2690684161195,32.2082175639476,1407.41437134424,1298.91428734857,1.04021756936012,0.960025341721039,1427.42183595665,1407.46681684803,0.983027755353276,0.969285260213966,12.2834622589708,-1.0236542746203663,0.7041467322177672,-1.9149166836930893,-1.0122035612731843,0.6991426279363206,1.2170337464195018,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,14.472768,-22.25123
V14A,1,2.0,72.13676152,172.6473159,LVL,3,-4.51211404800415,-5.70916891098022,-4.42404683006034,-3.56732660622644,-3.96777196006269,-2.11799884992065,23.8436178526635,58.0495571075501,1374.80352703962,1289.91073785876,1.00521827470603,0.943147017688588,1502.5375951741,1516.71408291078,0.900194769818979,0.908688134747715,12.1292206713276,-0.9414144254681323,1.6908440678963155,-1.1600586172773788,-0.9298515989292996,0.6135142901722833,1.071516062979823,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,7,3,3,20.498592,-20.0008
BAR,1,1.0,72.08916375,136.9694111,LVL,4,-4.08819198608398,-5.1173939704895,-3.88596922022249,0.0340956023080569,-6.3045447711589,-3.09967722773949,23.6333960759125,45.3772078315336,1354.38672767199,1215.04307612074,0.990290076289537,0.888405856291061,1496.34175523487,1491.72041844811,0.9505813284992,0.947645530947045,10.7743650362605,-0.9422724470939422,2.2778293502406224,-1.0271455657920157,-0.9408466019702085,0.5599046204568532,1.0094486163936647,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,23.488483,-21.802027
O01C,1,1.0,71.10274937,110.1728608,LVL,3,-3.64344692230225,-4.44136905670166,-5.67048239864273,0.6819886472574,-4.83049668930696,-2.55228356605222,23.469701479492,36.4476773260611,1353.38144784318,1086.15053191295,0.99221513771494,0.796298043924453,1432.99998416713,1404.60867520933,0.959170002789247,0.940166449269968,8.09219123436287,-0.9600540547207271,2.8936472806702866,-1.4679464607245414,-0.9494081440389716,0.5572649942047809,1.0174525056683585,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,7,3,3,7,3,3,7,3,23.264168,-23.821953
Q22A,1,4.0,74.54632329,125.0,LVL,3,-6.2019739151001,-6.29981088638306,-3.17420757069976,1.96587286546473,0.690048947368782,-1.57619497171667,25.2963567619669,42.116304378294,1355.14255464346,1088.31464133836,0.982937056076012,0.789396500003648,1327.07355606855,1401.64409655216,0.862333362546712,0.910789354023668,8.14141686031027,-0.8979784387110844,-0.6490267723158637,-0.8513300123501427,-0.8538705613208264,0.5618892427070362,0.9788767297790225,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,0,3,1,8,3,1,8,3,1,2.258619,-18.261642
BABR,1,1.0,73.09111222,132.2601078,LVL,3,-4.47750997543335,-5.14278507232666,-6.07688134539835,-1.89515460116762,-1.92621663791791,-1.91523798202478,23.6348385881997,43.6920784671394,1398.28792319709,1270.4309907232,1.0196557534252,0.926420265476322,1422.77140248232,1439.51474649049,0.912344863082883,0.923081446535455,11.7893513802246,-0.9242108140550995,1.7387587275302825,-1.5683329535763901,-0.9407711558045951,0.6751787410393657,1.1315432286323672,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,19.874441,-21.572704
H09A,1,2.0,70.38797519,234.2984349,LVL,3,-5.20038318634033,-5.58258008956909,-5.48431382904255,0.62634040484102,-3.33054477358455,-3.38454915547867,23.2404331340264,79.963924184079,1391.40103633448,1194.82972036233,1.0228383016426,0.878335986544226,1464.88759223295,1481.20277449579,0.81400733064734,0.823073335461099,10.3848780329573,-0.9729389378572816,0.7378296089054694,-1.421960097003364,-0.9613993192375536,0.6570954105709566,1.1447754108408448,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,13.44166,-20.354382
TM_SRDT,1,3.0,72.44196125,286.5536965,LVD,4,-5.82462215423584,-5.45418214797974,-5.25273619206164,-1.2035450220556,-2.2487597814315,-2.86016942255145,23.6733205066535,98.8986028257299,1383.63674923367,1271.84042390644,1.01167688220839,0.929934504440491,1480.57940449686,1505.32530416156,0.786287522303168,0.799429264026322,11.8142298214555,-0.9359127398107709,-0.12652523302173685,-1.364757028479145,-0.9387584774942948,0.6367082353063486,1.0983692213442502,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,6.341369,-20.396582
CB_XLT,1,1.0,69.00628202,135.211571,LVL,3,-5.70725107192993,-5.67579889297485,-3.8417006707281,0.8260627058413,-0.753779921321239,-1.31376653577177,22.8524458410106,45.123155032993,1337.05650959164,1024.4670562692,0.985545338765338,0.755135422311451,1385.70307689869,1412.64055193217,0.883588936978418,0.900765527928183,6.62007978377686,-0.9978460421206529,0.035993078892317745,-1.0162105856134065,-0.9816918005041144,0.5143995806778492,0.9897212698892668,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,5.8422227,-18.818819
219A,1,1.0,67.97526045,82.04733191,LVL,3,-5.26457023620605,-5.44471311569214,-4.99618949524999,-1.73945187341523,-5.72102331595325,-25.9279356447607,22.3664741304092,26.9667407914626,1381.03438745828,1254.10752776953,1.02072016811403,0.926908741884352,1413.60257493774,1401.4234081389,1.00787136041192,0.999187849481861,11.4978742479977,-1.016431761656181,0.6489527681540845,-1.3013862364255555,-1.0071090551693487,0.6298750508905824,1.135968779526137,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,12.809582,-19.98281
MONP,1,1.0,74.88394605,131.2965187,LVL,4,-4.08819198608398,-5.1173939704895,-4.14479262241149,-0.703793875672473,-6.51871238259266,-3.12157801661215,24.5114638437551,43.4323592674572,1370.66340369275,1260.21639675569,0.994194925309058,0.914083459929177,1490.81823720305,1483.24503194459,0.957781118641669,0.952915687817749,11.6076828797343,-0.891892279013988,2.2778293502406224,-1.0910787374233908,-0.8949219697710011,0.6026433088196073,1.0256839316798252,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,23.059402,-21.937355
628A,1,4.0,75.10007728,157.5,LVL,3,-5.59808683395386,-6.01212120056152,-2.91074562710003,-0.0995373510632772,-0.321814153178566,-0.578964468890685,24.7787429158665,52.6940011023558,1322.8280799852,1106.16462662892,0.959498123780368,0.802343781403954,1410.08812946134,1421.71178426948,0.864660368813677,0.871787947185111,8.54154771394914,-0.8879961874669912,0.18714775284356638,-0.786251053044147,-0.8809427604994658,0.4770391012983117,0.8814239335535136,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,7,1,8,7,1,8,7,1,5.8722754,-17.464647
E13A,1,1.0,78.43154192,35.0,LVD,3,-5.95015287399292,,-1.27539284444513,2.52741998469874,,,26.088952785919,,1336.85335523922,1152.42013520646,0.962240932287888,0.829489503050222,,,,,9.5317990032072,-0.8279415103940673,-0.30034181771595214,-0.3822949607933574,-0.8124162656324789,0.5138661455620714,0.8928277959478177,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,0,0,1,8,8,1,8,8,1,0.6846471,-16.3795
O17A,1,4.0,68.12060241,60.95001268,LVD,3,-5.68474817276001,-5.68474817276001,-4.44448196591555,3.21504935740728,-4.9371553800675,3.64990779691341,23.0637235050403,20.7138041864696,1358.32973910323,1008.50592417824,1.00393920111104,0.745385014174604,1354.21868523044,947.25614384464,1.02017510069622,0.713597547036783,6.21608144121436,-1.013811753516774,0.06715180312334963,-1.1651063951710778,-0.9706415725287595,0.5702580326987386,1.0661980179068755,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,6.7674923,-19.48822
S1-AUKSC,1,4.0,76.32084603,184.75,LVL,3,-5.00287008285522,-5.35212278366089,-2.10781238922156,-1.81521300189206,-0.365798981426266,0.0849675361713174,24.64297490507,61.8491856822605,1320.61495373071,1268.97510273325,0.955352028259498,0.91799501041711,1463.95995740972,1444.67253368926,0.86235768052999,0.850996264598638,11.7636051988615,-0.8659899886973211,1.011316872792528,-0.5879147817809536,-0.8880436884558202,0.4712279569849744,0.8641855799958335,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,7,3,7,7,3,7,7,3,14.559973,-14.260151
G09A,1,1.0,73.34131681,124.5325715,LVL,3,-5.20038318634033,-5.42239809036255,-5.34809149859517,0.154605378288634,-2.86318652906679,-1.81845483774225,24.1866057388239,41.4074757050695,1382.23861991417,1209.00723590096,1.0079523237099,0.881629000413921,1421.23254260494,1419.49854521523,0.923517940524782,0.922391187758988,10.6591741650215,-0.9197004987798898,0.7378296089054694,-1.3883111859742188,-0.9119126731452436,0.6330370795248657,1.0828835057064785,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,13.386907,-19.932571
D05A,1,4.0,81.29060114,188.0,LVL,3,-5.00929689407349,-5.55630111694336,-4.56992225985197,0.511225915908437,-0.33329957983225,-0.176081805600593,26.5372210533157,63.0861557808951,1381.9358223088,1287.79892071132,0.987626101346291,0.920349416266799,1455.04564679082,1444.03711243032,0.853632849728659,0.847174463644196,12.0927850937996,-0.7764026538419335,1.0024179643930873,-1.1960919852448497,-0.7889709735255264,0.6322420048747105,0.9983725228233846,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,7,3,16.67534,-17.659412
X21A,1,1.0,71.94098895,103.2816178,LVL,3,-5.72531509399414,-6.01731300354004,-5.65232342686551,-4.0683701283371,-3.24338076880404,-2.80299084632656,23.8523480564961,34.37916179485,1386.56352090205,1325.57562457912,1.01381685661861,0.969224195402722,1413.09212498431,1412.66286722098,0.960198499423086,0.959906818043701,12.7300137836303,-0.9449435214488976,0.010980662592005575,-1.4634609286997573,-0.9293949924864718,0.644393243110417,1.1072666611890571,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,6.9619675,-20.571142
G15A,1,1.0,76.24353212,85.06914999,LVL,3,-5.95606184005737,-6.01564788818359,-5.28326365305622,-5.96981808045068,-4.94643967556623,-13.6136346383932,25.2864010628722,28.1996071559535,1383.34746793921,1306.80347670705,1.00073363969559,0.945360605286027,1395.22139295675,1380.4804149218,0.987767357845484,0.977331267201276,12.4171684954193,-0.8673836885861169,-0.3085236898695121,-1.372297758516421,-0.8543912635216753,0.6359486512808801,1.0528701529910207,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,5.596189,-20.625511
TASL,1,3.0,71.16511887,271.3924025,LVD,3,-5.72531509399414,-5.55962181091309,-5.70454204100026,-2.90915503715164,-3.52708917679863,-2.71158431077401,23.59844239599,93.7432287879331,1397.78859186193,1310.44075983323,1.02477169491344,0.960733694892399,1504.30115095001,1477.30548856365,0.809199112937066,0.794677508641017,12.478364594365,-0.958929750372205,0.010980662592005575,-1.4763596912984798,-0.9426747466228631,0.6738676154572169,1.1528139416949983,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,7.00954,-20.773071
GT-PLCA,1,1.0,74.40356249,141.5734453,LVL,4,-4.90949583053589,-5.33354616165161,-3.8587310332063,-1.05012438593314,-3.44322375355849,-0.690376926529445,24.368986164328,47.2213944399196,1365.15962178959,1249.83237327917,0.992843361301522,0.908968998748486,1458.25009759887,1392.92387955364,0.918257371859654,0.877121573964274,11.4205031873982,-0.9005519175467093,1.140607883534196,-1.0204173346092653,-0.9023738262949716,0.5881916837288509,1.0200644909070637,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,15.867162,-17.211685
KO_MDUB,1,1.0,79.20828616,109.8287418,LVL,3,-4.56408882141113,-4.73545217514038,-3.38139848046354,-1.32193408153151,-2.02660201280168,-2.52703797525011,25.6775845068398,35.9569370207475,1384.89828577808,1297.4439335712,0.994451690712203,0.9316534842985,1394.96525263331,1412.84097439645,0.933711681816135,0.945676689689722,12.2583941531036,-0.8139395234177164,1.618877001816083,-0.9025092020306633,-0.8339316174162603,0.6400207308773731,1.0267514933842081,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,7,3,3,7,3,3,21.208109,-19.490002
Z22A,1,1.0,74.42790596,125.3645041,LVL,3,-5.60246086120605,-5.94486808776855,-5.82487560945471,-7.21568922977217,-2.84054531386279,-2.16660441387118,24.5442405107962,41.7775204420131,1398.68048544812,1350.02168451818,1.017222171235,0.981833952376856,1422.98758917175,1427.36524691587,0.924658371061178,0.927502976249266,13.1265696369376,-0.9001130897674401,0.1810912395071786,-1.5060838453739924,-0.8932076870769935,0.6762095163455982,1.1214250463581832,2,2,0,2,2,2,2,2,2,2,2,0,2,2,1,7,3,1,8,3,1,8,3,1,7.789292,-20.622469
E03A,1,1.0,78.01014621,136.2644762,LVL,3,-4.88489580154419,-5.26220178604126,-4.69580660770877,0.951299705207859,-2.02115589622402,-1.54216755938361,25.4792385844453,45.0877595775202,1390.14674339148,1236.36869411208,1.00060047209788,0.889914035979726,1421.99337752847,1427.41285095364,0.905036518284415,0.908485775810615,11.1739763137679,-0.835537803922179,1.1746704064846762,-1.227187263141535,-0.8443054904449452,0.6538019349781445,1.0523164778235785,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,17.057028,-18.159573
OSI,1,1.0,77.44490339,85.2144568,LVL,4,-3.44906806945801,-3.92815399169922,-3.69780873607609,-0.73585384023215,-4.35104350995377,-2.0833127318236,25.425557033925,27.9921554228912,1367.52127041279,1250.70026201738,0.986667583270413,0.902381141426681,1394.73676004418,1342.22530476159,0.987424254898531,0.950248003371037,11.4362452184259,-0.8457271586628283,3.162794692583056,-0.9806671700000074,-0.8471131387311194,0.5943928125342989,0.9943872616541135,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,24.25888,-23.580832
MN_DIVS,1,1.0,75.86947689,103.1310516,LVL,3,-4.96227979660034,-5.03800582885742,-4.06978796656702,-2.90990331271648,-2.43105972817171,-2.33244265210406,24.5630703477482,33.74464203781,1365.02987120874,1307.72664560243,0.987482424313052,0.946028439066143,1362.32700441538,1388.83298758163,0.925703513759036,0.943714374347651,12.4327271760809,-0.8741265985289006,1.0675203657880017,-1.0725514887484233,-0.8922228504071356,0.5878509894966403,0.9977751522407181,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,7,3,15.965204,-17.565012
XW_KAI,1,1.0,75.90152711,35.0,LVD,3,-6.43294286727905,,-4.22629046375179,1.78988060378368,,,25.6758281338789,,1361.81873643742,1061.80394255635,0.98515944280498,0.768124385741269,,,,,7.52739700828853,-0.8735488449519584,-0.9688388033138162,-1.111209898029151,-0.8340234790984539,0.5794193116708237,0.9881168179494485,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,0,3,1,8,3,1,8,3,1,2.4420075,-18.994413
LEBA,1,4.0,78.01014621,210.75,LVL,3,-4.88489580154419,-5.58423519134521,-4.69580660770877,0.951299705207859,0.0921628653691803,0.379586710437754,25.4792385844453,71.15187499847,1390.14674339148,1236.36869411208,1.00060047209788,0.889914035979726,1474.92614446042,1490.32249607802,0.840254165093287,0.849025349075969,11.1739763137679,-0.835537803922179,1.1746704064846762,-1.227187263141535,-0.8443054904449452,0.6538019349781445,1.0523164778235785,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,17.057053,-18.159557
S1-AUPHS,1,4.0,79.3204008,35.0,LVD,4,-5.62856101989746,,0.222734994271143,-5.2121965090667,,,25.9047841118037,,1233.29822366761,1354.69253447082,0.885592477276805,0.972761895320575,,,,,13.2009833458298,-0.8119184878589096,0.1449515563085405,-0.012235439790509435,-0.8220486413227308,0.24195494631241266,0.5741440703847999,2,2,0,0,2,2,0,2,2,0,0,0,0,0,1,0,0,1,8,8,1,8,8,1,-3.4450397,-15.830897
DLMT,1,4.0,77.71446843,35.0,LVD,3,-5.95606184005737,,-5.20841388028065,-8.50295647326409,,,25.7778658093637,,1381.50636885497,1307.57644381483,0.994381299279296,0.941167983311771,,,,,12.4301969792765,-0.8408678420628628,-0.3085236898695121,-1.3538087682282265,-0.8286867125199299,0.6311143620251426,1.026458824678971,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,3,1,8,3,1,8,3,1,5.3602915,-20.44015
CB_CN2,1,4.0,79.50857962,35.0,LVD,3,-5.38048601150513,,-3.35304023056938,-3.87742195054398,,,25.8541258960032,,1354.39742546524,1336.40903444994,0.970242167335745,0.957355923492236,,,,,12.9072360205303,-0.8085262806803084,0.4884495525773915,-0.8955042989101766,-0.824698163391195,0.5599327103230705,0.9260947860494154,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,7,7,1,7,7,1,7,7,1,8.086979,-17.116936
320A,1,1.0,78.18518479,124.8093776,LVL,4,-5.21271991729736,-5.61188411712646,-5.5441054745655,-10.5929373633986,-5.94113994697078,-2.56036928927176,25.7051511683011,41.4883967142366,1399.44762191548,1376.84159316892,1.007295062785,0.991023684857741,1463.89320805092,1440.79454751522,0.951238871979025,0.936229345552258,13.5481156547438,-0.8323824693972409,0.7207475078437385,-1.4367295092860666,-0.8324898280294561,0.6782238346479588,1.0801507910003065,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,13.567421,-20.006294
