StationName,NVG_cluster,PVG_cluster,Neg_Depth,Pos_Depth,Category,TectonicType,logS_AttenuationRF_Neg,logS_AttenuationRF_Pos,dVsCAM22RF_Neg,dVsWINTRF_Neg,dVsCAM22RF_Pos,dVsWINTRF_Pos,Negdep_Isostat_pressure,Posdep_Isostat_pressure,Temperature_N_CAM22,Temperature_N_WINT,T_N_solidus_norm_CAM22,T_N_solidus_norm_WINT,Temperature_P_CAM22,Temperature_P_WINT,T_P_solidus_norm_CAM22,T_P_solidus_norm_WINT,log_omegaGBs,Neg_Depth_scaled,logS_AttenuationRF_Neg_scaled,dVsCAM22RF_Neg_scaled,Negdep_Isostat_pressure_scaled,Temperature_N_CAM22_scaled,T_N_solidus_norm_CAM22_scaled,KMeans_k3,GMM_k3,Agglomerative_k3,KMeans_k4,GMM_k4,Agglomerative_k4,KMeans_k5,GMM_k5,Agglomerative_k5,KMeans_k6,GMM_k6,Agglomerative_k6,KMeans_k7,GMM_k7,Agglomerative_k7,KMeans_k8,GMM_k8,Agglomerative_k8,KMeans_k9,GMM_k9,Agglomerative_k9,KMeans_k10,GMM_k10,Agglomerative_k10,tsne_1,tsne_2
EITE,1,1.0,63.1676083402733,142.07170858286,LVL,4,-5.13524007797241,-4.35038614273071,-6.73756435737324,-1.13953886691896,-3.53368427220972,-1.64880414586799,20.6207578074193,47.303780826799,1383.33943975455,1214.00006708146,1.03646811170421,0.909590459851246,1457.70314701747,1442.0938447088,0.917912958096717,0.908083809490369,10.7545265800396,-1.1030969453300494,0.8280302596687928,-1.731531335335085,-1.0984133747145748,0.6359275711732549,1.2014445067609407,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,14.53907,-21.67659
KEG,1,,57.0667081694746,35.0,LVD,3,-5.69413185119629,,-0.721320100243725,2.54138722549916,,,18.5727266836507,,1249.35346065225,1003.41549211887,0.95139000382828,0.764106795197846,,,,,6.08511079216382,-1.2130748767216493,0.054158657375286766,-0.24543087682065615,-1.2055293394910687,0.28411218831941126,0.847712544677252,2,2,0,2,2,2,2,2,2,0,2,0,0,2,1,0,7,1,8,7,1,8,7,1,-1.7878274,-17.465176
ADYE,1,,54.6704128103443,35.0,LVD,4,-5.01722288131714,,-8.38103893424779,1.30121887114444,,,18.2229501695682,,1393.07068124829,1069.31962740369,1.0666186964623,0.818735418407383,,,,,7.70393236484001,-1.2562717164047252,0.9914432162542486,-2.1374936297275977,-1.2238233235654723,0.661479501865565,1.3268025544505162,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,7,3,3,15.700329,-22.980711
CAYE,2,1.0,59.8429973749957,113.92333574351,LVL,4,-5.37419509887695,-4.43880701065063,-6.75614730816825,-0.148848691563486,-4.39564100336245,-2.5996861724577,19.5855201688182,37.6533564044918,1391.89256323923,1166.58728502271,1.05137763251004,0.881191415369815,1436.38336699449,1425.15400213402,0.953773816065399,0.946317398495366,9.82236482876456,-1.163028074574407,0.4971602884813676,-1.7361215963877823,-1.1525582932877094,0.6583860435710372,1.2634342968496537,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,13.636936,-22.257734
LALE,1,3.0,55.1695697030029,241.565523308622,LVL,4,-5.01722288131714,-5.01115083694458,-8.38103893424779,1.30121887114444,-5.71580133970136,-3.93570202559841,18.3842785859267,82.6270321139843,1402.64580970277,1055.87366014219,1.07394999068021,0.808440377196492,1536.54425885422,1541.40354757706,0.84704755173882,0.84972632170731,7.38669177077781,-1.2472736602232448,0.9914432162542486,-2.1374936297275977,-1.2153855372625444,0.6866215167663603,1.357284110200392,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,7,3,3,15.707524,-22.99532
ELLE,1,2.0,58.0881347797956,178.077139054663,LVL,4,-4.40299987792969,-4.51901006698608,-9.16507823304453,-0.0760016827858766,-3.70468627602155,-1.62174007655788,18.8654572719736,59.5861830191,1418.20579600147,1131.51801930998,1.07705015834553,0.859326386413507,1509.14642629482,1528.74698905855,0.897767059068901,0.909427120201396,9.09239718122932,-1.194662120812429,1.8419294151387122,-2.331162821275863,-1.1902189669953132,0.7274783480076202,1.3701737761605393,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,18.986725,-23.973509
FURI,1,3.0,60.4329775154457,220.923485569285,LVL,4,-3.77436399459839,-5.01262521743774,-7.61846800311391,-0.0484924561380518,-6.44824451201825,-4.52431624031286,20.1830765650135,75.3255267312139,1397.37383578075,1160.31714152084,1.05551795734548,0.876455210288616,1523.98576726617,1529.11899771861,0.858402178281303,0.861293528250996,9.69447371405109,-1.1523927923058361,2.7123724626120778,-1.949127439464482,-1.1213049450626866,0.6727785644201684,1.2806486574445066,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,21.940826,-24.639776
KMBO,1,,62.0290346061467,35.0,LVD,4,-4.60158014297485,,-1.73820136563724,1.77136031313273,,,20.8027383374088,,1271.56747718402,1058.81485717569,0.955347465953432,0.795503273610587,,,,,7.45663288133856,-1.123621454912323,1.5669645019715115,-0.4966154448283814,-1.0888954431684497,0.3424409237826883,0.86416661115042,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,7,3,7,7,3,7,7,3,13.314781,-14.95097
DESE,2,,72.6662381029103,35.0,LVD,4,-4.20130014419556,,-8.1872004819323,-4.18540484639257,,,24.1961627010165,,1434.24385399454,1338.56160714881,1.04587544044327,0.976102290093928,,,,,12.9421659311891,-0.9318698111196655,2.121213712394737,-2.089612692625948,-0.9114128256508808,0.769590482059766,1.2405576574399229,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,20.23576,-23.55344
MISE,1,,58.5903427811084,35.0,LVD,4,-3.81255388259888,,-5.79484735099224,0.590465882611378,,,19.342328608116,,1379.0595362276,1130.16644558256,1.04449479666942,0.855984053458978,,,,,9.06353399185221,-1.1856090637935564,2.6594926901153904,-1.4986664256745537,-1.1652776794082598,0.6246895602410674,1.2348173107954632,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,22.783598,-24.32252
TIOE,1,3.0,55.3868032365328,211.315112749824,LVL,4,-5.26470422744751,-4.81245708465576,-8.23332397653463,-0.592984740457492,-2.75042208527644,0.20896453766917,17.7860416253165,71.2246784092195,1401.32643739461,1147.62921556818,1.07293979989059,0.878693948848683,1524.96222534557,1489.0620831615,0.868759338404237,0.848307301459269,9.43222692234927,-1.2433576979918255,0.6487672366760965,-2.1010058714177804,-1.2466744803147398,0.6831571582056207,1.3530840077414585,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,14.842765,-22.989199
SEHE,1,4.0,55.3476599458262,64.5722699367973,LVL,4,-4.90456199645996,-4.60052299499512,-9.98320643258229,0.943728872683649,-10.0704731989637,-3.43908717915791,17.9292068456145,20.8056537518862,1417.05424979145,1046.96731260052,1.08498195897321,0.80162114186765,1435.48305443244,1225.8917000763,1.06965950404802,0.913481147597836,7.17299976020582,-1.2440633148711797,1.1474395355010256,-2.53325247064737,-1.2391866640815365,0.7244546609512102,1.403152076559244,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,7,3,3,16.408709,-23.478107
AAUS,1,,58.4406815533981,35.0,LVD,4,-4.1589150428772,,-7.56063886376021,0.485972211158393,,,19.5538371504975,,1394.85678939303,1127.88986601479,1.05931785790244,0.856571001340266,,,,,9.01479117631953,-1.1883069332509006,2.1799024028390543,-1.9348427949527194,-1.1542153760512799,0.66616939796492,1.2964476251612846,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,20.628128,-24.133778
HYNE,1,,55.1957376955229,35.0,LVD,4,-3.67918992042542,,-4.14267756059883,1.23172771116347,,,18.3027571149217,,1354.32864535671,1077.25061222009,1.03695546373677,0.8248078573729,,,,,7.88809177268539,-1.2468019426724812,2.8441556034734727,-1.0905562861738667,-1.2196492669077421,0.5597521100813335,1.2034707858473808,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,23.873594,-24.083513
SEKE,2,,85.5045200956958,35.0,LVD,4,-4.33747482299805,,-6.94583364999742,-14.1932048835121,,,28.2396167960139,,1436.04893428845,1403.09711798335,1.01429315978525,0.991019021221632,,,,,13.9477242436557,-0.7004404061694555,1.9326589296524381,-1.782976901378466,-0.6999324036062552,0.7743301945202694,1.1092470020533358,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,7,3,20.481123,-22.183662
QATE,1,,66.4172969694245,35.0,LVD,4,-3.48282504081726,,-5.77492666380481,-1.06897635417971,,,21.8174524833482,,1385.89428288746,1247.34757860296,1.02989419089977,0.926936521131748,,,,,11.375333843692,-1.0445164042467054,3.1160529748374737,-1.493745724137531,-1.035823942714565,0.6426359829112466,1.174111906603348,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,23.400253,-24.548933
MDT,1,,58.2896789676771,35.0,LVD,3,-4.90140295028687,,-2.63823518988657,-1.60711035451731,,,19.0368790274307,,1298.2220110228,1202.34537800142,0.985929000207175,0.913115912664831,,,,,10.5309419581803,-1.1910289827103997,1.1518137207025483,-0.7189369832716352,-1.1812532796547421,0.41242940384686955,0.991316431300176,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,13.949612,-16.0585
PM37,1,3.0,57.1046364771741,218.368129888714,LVL,3,-5.04345893859863,-5.48069000244141,-4.43925343525695,2.03452613413142,-4.54574803793243,-3.17725123436079,18.5450756450459,73.9016039449823,1342.45002874008,1036.74959099501,1.02228358763701,0.789490907425642,1488.35753680412,1433.63603090447,0.840998749430214,0.81007827710381,6.92426446292722,-1.2123911617443186,0.9551153605601582,-1.1638148715099677,-1.2069755419646793,0.5285616819428567,1.1424690587311015,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,14.331575,-18.36616
PM13,2,4.0,82.5361266891667,57.4064121385545,HVL,3,-4.87196397781372,-5.03303718566895,-2.23256543542359,-12.9119858955352,-4.19949492368249,-0.124029688578962,26.7455255273671,18.4831525992033,1342.2691644552,1394.78443961802,0.954757118844281,0.992111275624091,1333.84842377287,1152.55859476175,1.01573341489534,0.877680144504691,13.8225664660983,-0.7539501764110815,1.1925765050002246,-0.6187306115974055,-0.778076249101506,0.5280867752544411,0.8617121061497337,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,7,3,7,7,3,7,7,3,15.155059,-14.115507
PM02,1,4.0,54.0644633687575,78.6392194454654,LVL,3,-5.03303718566895,-4.93081998825073,-4.43811614522029,0.701630491191792,-2.57732691085307,-10.1656295747274,17.4428823451499,25.4555636565592,1333.96256553672,1035.28266093739,1.02415552056562,0.794842733925057,1350.82791661986,1316.49711433901,0.969986835379126,0.945334971251421,6.88823532186035,-1.2671948694227966,0.9695458800717921,-1.163533944211688,-1.2646223703347967,0.5062756178609713,1.1502520539605199,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,14.16475,-18.158987
PM36,2,,78.1898815081041,35.0,LVD,3,-4.96001815795898,,-3.66151352901759,-6.35241854459061,,,25.3054819642137,,1364.83102446967,1354.85011840922,0.982378712110969,0.975194650886121,,,,,13.2034864505605,-0.8322978039664097,1.0706519522651157,-0.9717017221979847,-0.8533932957016165,0.5873288651512137,0.9765552852711092,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,7,3,16.051485,-16.74607
PM38,1,1.0,57.7898921149002,130.426989713866,LVL,3,-5.04345893859863,-5.0302939414978,-4.39721054798044,1.83182247924101,-1.49168142832342,-1.42082418781762,18.7604850079217,43.0315224475625,1340.00350130721,1049.51290298061,1.01765976936184,0.797047961253547,1401.21710985822,1408.6407928664,0.901916265356736,0.90669464010453,7.23437040787772,-1.2000383948735764,0.9551153605601582,-1.1534296625010663,-1.1957092181971607,0.5221376815271087,1.123244462044261,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,14.3387165,-18.259867
PM23,1,,62.2533771374792,35.0,LVD,3,-4.89332914352417,,-2.49196297876829,-3.54759603131654,,,20.2807413739618,,1305.99317010883,1282.27520987163,0.981211998579135,0.96339234400573,,,,,11.9970156440248,-1.1195773422685533,1.16299314769611,-0.6828056045043592,-1.1161968878101391,0.4328346233137689,0.9717044032156796,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,14.30504,-15.68618
PM22B,2,,56.4244092407115,35.0,LVD,3,-4.90140295028687,,-2.75868173613041,-1.09522800089126,,,18.4506541133782,,1308.08892247678,1182.22465314534,0.99882708598017,0.90271997949439,,,,,10.1365165822077,-1.224653284094796,1.1518137207025483,-0.7486890445160456,-1.2119139695807835,0.4383375716568503,1.0449432138122965,2,2,0,2,2,3,2,2,3,2,2,3,2,2,3,7,3,3,7,3,3,7,3,3,13.956959,-16.378344
034A,1,4.0,90.42932524,74.17236789,LVD,2,-6.02617120742798,-5.91045093536377,-0.0240301597697898,0.57445215063837,0.618445275882461,2.7724985283765,29.5178930768288,24.2686933562204,1260.10681975095,1169.19465770769,0.881771664815885,0.818155019607394,1184.72599319132,988.985310799107,0.861618904139141,0.719262044217533,9.87521965899109,-0.6116633622719513,-0.4056008898968318,-0.07319004749797361,-0.6330760968434744,0.312347957267933,0.5582581565780893,2,2,0,0,2,2,0,2,2,0,0,0,0,0,1,0,0,1,0,8,1,0,8,1,-1.5745765,-13.839877
135A,2,4.0,119.4666448,67.74948255,LVD,2,-6.68410491943359,-6.79587602615356,4.37028065181543,2.73426541848516,2.62091753907499,5.29435952605872,39.5389496623811,22.3726019638117,908.313091390083,1090.45418666197,0.5971815196516,0.716932404117008,932.375368633382,756.831105482126,0.689117049987718,0.559372583504897,8.18993014288784,-0.08822186200764288,-1.3166112863743245,1.012269091600794,-0.10895557358400686,-0.6113788838395404,-0.6249913649727427,0,0,0,0,3,2,0,3,2,3,3,0,6,6,6,4,4,6,4,4,6,4,4,2,-12.956088,0.92385155
150A,1,4.0,124.1864432,198.75,LVL,2,-5.9207181930542,-5.2582049369812,5.256300307663,3.78072556901682,0.321333406898716,1.185157203561,41.3334370520625,66.966267031085,774.238504760319,1082.19480410405,0.504061526536666,0.704553908921905,1447.63706956159,1408.49105944182,0.837042481050953,0.814407751585357,8.00180651376622,-0.003140374016432327,-0.2595849757076147,1.2311289251668107,-0.015100433496451389,-0.9634269290316922,-1.0121593297540128,0,0,1,3,3,1,3,3,0,3,3,5,6,3,5,6,6,2,6,6,0,6,6,6,-19.12244,4.447251
1G_SA57,2,2.0,130.806989,189.3045245,LVL,1,-5.92204999923706,-5.64767408370972,5.27259248581798,3.21031395055549,2.04517610071354,1.97247836605571,43.6187797585223,63.746284880793,799.174300767545,1067.8502144233,0.513432178838152,0.686043910242829,1398.27153211663,1302.05963493886,0.819235723058721,0.762865968443206,7.66957304963663,0.11620495394883802,-0.26142906616314027,1.2351533318217802,0.10442738324732595,-0.897951446613122,-0.9731986698690693,0,0,1,0,3,1,0,3,0,3,3,5,6,3,5,6,6,2,6,6,0,6,6,6,-18.687561,4.742106
237B,1,1.0,95.99553689,35.0,LVD,2,-6.87641477584839,,2.51447282201658,1.78618079468921,,,31.4562552454745,,982.013714280245,1098.47197845991,0.677811785118888,0.758194352885087,,,,,8.37038388922428,-0.51132399827369,-1.5828938545754843,0.5538573734411654,-0.5316960292404583,-0.41785853915577315,-0.28975233910411935,0,0,1,0,0,1,0,0,0,3,3,2,6,6,2,4,4,0,4,0,8,4,0,8,-9.265034,-3.8448117
244A,1,4.0,91.37891095,75.66067262,LVD,2,-6.82154893875122,-6.83902883529663,3.19669733566118,1.35048415847011,3.49684744314948,2.93326633951087,29.9250225222322,24.8059152027058,800.516273589716,1053.40464858835,0.558873391108974,0.735425184458222,627.942741293067,923.379967385794,0.454262894593489,0.667986472668768,7.32773968625429,-0.5945456469936905,-1.5069236662496792,0.7223768216559817,-0.6117824442093986,-0.8944277444662648,-0.7842662925827747,0,0,1,0,3,1,0,3,0,3,3,2,6,6,2,4,4,0,4,4,8,4,4,8,-26.520447,-4.276926
328A,1,4.0,93.82874919,64.17170585,LVD,2,-6.02009010314941,-5.86213684082031,1.10470326555933,2.19931683530475,0.809164549740288,4.33218004794273,31.1662177906373,21.4035097788542,1132.70210408062,1088.33362122408,0.785362464694893,0.754599441543923,978.293297851539,844.317192291402,0.730978802877862,0.630872123754472,8.14184789037815,-0.5503836160906402,-0.39718066591567425,0.2056236424439466,-0.5468655456778051,-0.022186589714175847,0.157414550941606,2,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,6,0,0,6,0,0,2,-11.692122,-7.129727
349A,1,1.0,72.62191877,112.670771,LVL,2,-6.40230703353882,-5.91641712188721,5.84258339473783,4.39838067391247,2.48319442311367,2.1006068596368,23.9303789336934,37.1967887442034,364.314399706168,856.453906613139,0.265664365366675,0.624541011142299,1079.45004828242,1128.26517338346,0.718196971578455,0.750675431392851,1.79500077931477,-0.9326687339700116,-0.9264187805473473,1.3759494356520123,-0.9253138276075101,-2.0397903435239906,-2.0033508087513994,0,0,1,3,3,1,3,3,0,5,5,2,5,5,2,2,2,0,2,2,5,2,2,5,-29.806768,6.1362095
434A,1,4.0,89.17106935,80.28011229,LVD,2,-6.52211093902588,-6.52211093902588,2.19718084702774,4.63699750611082,1.93180408494612,5.00053442623626,29.5950952104801,26.6461071402782,1141.20761013387,946.990896455405,0.800426168777046,0.664205433249451,1132.98030442756,872.107351967093,0.811626813111303,0.624746703894045,4.56018307530799,-0.6343453233054788,-1.0923057102573537,0.47548160787029736,-0.6290382768450917,0.00014685060949497995,0.22004539375487875,0,0,0,0,0,2,0,0,2,3,0,0,6,0,6,0,0,6,0,8,6,0,8,2,-7.704522,-6.3541484
435B,1,4.0,75.31163628,63.80569185,LVD,2,-6.59701919555664,-6.59701919555664,1.55188248953917,3.82196094579041,1.13609316285935,4.65691356805351,24.7558628146877,20.9882952097984,1124.77620426414,883.171907486937,0.815843475046526,0.640598578931531,1107.93196069231,784.911748643893,0.82784455344382,0.586484494628065,2.65605977167233,-0.8841825172649052,-1.19602771026477,0.31608346112684693,-0.882139433774353,-0.042998121615339356,0.2841464196580562,0,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,6,0,8,6,0,8,2,-7.867733,-7.2893734
444A,1,2.0,68.55147221,185.9158604,LVL,2,-6.70629119873047,-5.70584106445312,3.64485847501137,3.6267829028214,-0.287266185578959,1.38371296338202,22.4873134290714,62.4572160827321,724.498191354516,946.432238638386,0.534028150875565,0.697615900716255,1453.99043111067,1360.34746843951,0.85528848888863,0.800204393199709,4.54437937972599,-1.0060446752207022,-1.347331601703657,0.8330791878186274,-1.0007889275556145,-1.0940331873982614,-0.8875661401654313,0,0,1,3,0,1,3,0,0,3,5,2,5,6,2,4,2,0,4,4,8,4,4,8,-27.937729,-5.768317
449A,1,1.0,96.11724544,143.6418835,LVL,2,-6.20065784454346,-5.6139760017395,3.94237750699574,3.17432458863765,0.410476040190482,-0.0413776095737709,31.7092868853189,47.638196574731,887.105119176754,1054.50312097627,0.612303367736578,0.727845886924538,1387.9962061652,1369.47339468364,0.87107037845237,0.859445942927566,7.3539947610297,-0.5091300180106235,-0.6472044702545471,0.9065707468298465,-0.5184619880648353,-0.6670659856824072,-0.5621187749848303,0,0,1,0,0,1,0,0,0,3,3,5,6,6,5,4,4,2,4,4,0,4,4,9,-17.426443,-3.6951253
450A,1,1.0,109.1998705,35.0,LVD,2,-6.20065784454346,,2.76947296920018,2.33995534585541,,,36.0410580788811,,1132.8594682225,1118.96116757666,0.759798436098254,0.750476973559131,,,,,8.82208411104354,-0.2732959605780222,-0.6472044702545471,0.6168461450824956,-0.2919020275230119,-0.02177338882409845,0.051126174060448434,0,0,0,0,0,2,0,0,2,3,3,0,6,6,6,4,4,6,0,0,6,0,0,2,-11.766076,-4.279816
456A,1,4.0,80.45227301,65.00117422,LVD,2,-6.06430816650391,-6.15297603607178,3.38343931923066,4.29313054384233,3.30203676950395,5.11679746334095,26.5072738316278,21.4136021945078,929.432722333531,878.719689100928,0.665812561331386,0.629483547150878,837.743014614987,761.699940395517,0.624249638312211,0.567585648580862,2.5153487091972,-0.7915147833611286,-0.4584073741584442,0.7685048270270448,-0.7905372707884177,-0.5559237452057583,-0.33964189447627374,0,0,1,0,0,1,0,0,0,3,3,5,6,6,5,4,0,2,4,4,0,4,4,9,-16.511013,-6.0310063
735B,1,4.0,76.6628467,66.88704746,LVD,2,-6.40716505050659,-6.40716505050659,0.708126674882251,3.6327191585336,0.252923096430358,4.35455197073764,25.1432258642109,21.9406141627815,1170.99693868168,977.310603150636,0.84487513613397,0.705130305303489,1136.02871833821,876.038773220284,0.841918516554995,0.649238221260092,5.39670799924752,-0.8598249105665283,-0.9331454520693329,0.10766341542309597,-0.8618796016424607,0.07836655761335086,0.404852282721986,2,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,6,0,8,6,0,8,2,-7.1455765,-8.341558
736A,1,4.0,91.38571053,64.9796412,LVD,2,-6.50053310394287,-6.40716505050659,1.32908279105541,2.48803277887819,0.112159263815511,4.47117831067156,29.9609955166854,21.3156586295093,1190.97822671008,1064.05248244923,0.831470967246764,0.742858875957223,1188.8043150506,828.498772444401,0.885845242213564,0.617361231329658,7.58042082917264,-0.5944230743041209,-1.062427879504199,0.26104867199221016,-0.6099009874473239,0.13083267790984252,0.3491213423079481,2,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,6,0,8,6,0,8,2,-6.538463,-7.018729
ABPO,1,,61.2298483390354,35.0,LVD,6,-5.26660394668579,,1.44600061559042,2.11304548255094,,,20.3152812237939,,1029.81613113565,1014.76163603231,0.77579255606057,0.764451536160692,,,,,6.37561538731419,-1.1380279932907356,0.6461367832658493,0.2899290872852037,-1.1143903872667331,-0.29234073721858045,0.11762543664774604,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,8,1,0,8,1,-8.147596,-16.69852
AU-INKA,1,2.0,68.79347926,216.0955474,LVL,2,-6.52080488204956,-5.526535987854,3.01596110651375,5.379476004476,-3.89327721174876,-3.0428824687725,22.7018580436588,73.1045094983317,834.843188966136,756.146197180791,0.615363529950469,0.55735591929788,1480.18283862207,1415.30578197827,0.838155627758817,0.801418902592454,-1.83662964425685,-1.0016821329734817,-1.0904972735378056,0.6777323256005113,-0.9895678317859162,-0.8042934113348409,-0.549395440965783,0,0,1,0,0,1,0,0,0,3,3,5,6,6,5,4,4,2,4,4,0,4,4,9,-22.168795,-6.732449
AU-KLBR,1,1.0,79.10424542,147.785972,LVL,1,-5.94281482696533,-5.93596076965332,6.7856976377251,5.62193428617479,3.70985945077309,3.57584063355282,26.1446086800015,49.1872015459239,176.815189047339,708.414818644335,0.126965399190262,0.508690292536996,1093.05777548319,1023.55481261322,0.681377816173726,0.638051856539973,-3.82537194739057,-0.8158150147460974,-0.29018116321536935,1.6089124685730838,-0.8095053553826506,-2.5321187723991057,-2.58002392325119,0,0,1,3,3,1,3,3,0,5,5,2,3,5,2,2,2,0,2,2,5,2,2,5,-30.002481,9.290808
AU-RKGY,1,1.0,79.35440655,35.0,LVD,6,-5.82822322845459,,2.84928648235128,3.49216368172771,,,26.0616641917791,,849.180489231869,945.444315085128,0.609769671829724,0.678893682854414,,,,,4.51639684846591,-0.8113054829029657,-0.131511474024296,0.6365612519531879,-0.8138435115638349,-0.7666470634417666,-0.57265320325117,0,0,1,0,0,1,0,0,0,3,3,5,6,6,5,4,4,2,4,4,0,4,4,9,-17.905958,-5.9771166
AU-WB2,2,1.0,135.6729951,35.0,LVD,1,-6.48250484466553,,6.22358333898063,5.36760799394414,,,45.5910553542144,,600.976620679083,870.512839105514,0.382495303385364,0.55404330391135,,,,,2.25310261520505,0.20392205634929414,-1.0374649822816462,1.470062002834141,0.20758118827786082,-1.4183715171924989,-1.5175990922499476,0,0,1,3,3,1,3,3,0,5,5,5,3,3,5,6,6,2,6,6,0,6,6,6,-25.748772,2.526678
B06OR,1,,76.3096391420051,35.0,LVD,1,-7.05918788909912,,5.96234959641881,5.15912357737507,,,25.4906902984436,,317.359861998154,759.707961119134,0.229582731129602,0.549583767387847,,,,,-1.6955975199117,-0.8661920097638051,-1.8359713353757903,1.4055334418235896,-0.8437065437887953,-2.1630818160433463,-2.1533685699888556,0,0,1,3,3,1,3,3,0,5,5,2,5,5,2,2,2,0,2,2,5,2,2,5,-35.196156,1.9015024
B14MH,2,,82.1205233995555,35.0,LVD,2,-7.15072107315063,,5.8376024987437,4.70483492120812,,,27.453539084711,,354.141677735058,835.621242192239,0.252496183047143,0.5957818223375,,,,,1.09481938530069,-0.7614420528213457,-1.9627131039947276,1.3747190813804222,-0.7410457790126646,-2.0665014971753677,-2.0581005802878867,0,0,1,3,3,1,3,3,0,5,5,2,5,5,2,2,2,0,2,2,5,2,2,5,-34.59574,1.9953284
BATG,1,,55.5972506054479,35.0,LVD,6,-5.43198204040527,,1.45922196247636,2.81273400217451,,,18.5002084512862,,1048.37733412538,1003.02801220475,0.800517197003246,0.765889481496419,,,,,6.07509861051561,-1.2395640666174152,0.4171453818846862,0.2931949536346442,-1.2093221824481208,-0.2436034232114639,0.22042386471365558,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,8,1,0,8,1,-7.4517126,-16.759722
BGCA,2,,80.6569043348517,35.0,LVD,1,-6.51132678985596,,4.7239306552315,4.34766649119867,,,26.7895438794778,,648.34446556768,905.992955456263,0.463351413662805,0.647484692125255,,,,,3.36062994711288,-0.7878259949569468,-1.0773733974244804,1.0996258227719793,-0.7757740046680655,-1.2939947981052016,-1.1814210642124188,0,0,1,3,3,1,3,3,0,5,5,2,5,5,2,2,2,0,4,4,8,4,4,8,-28.702347,-4.9517746
BR-PRPB,1,1.0,120.3976298,144.7086897,LVL,2,-5.940260887146,-5.48081207275391,6.46122779365221,4.12154995818181,4.20807945078113,3.22639728879134,40.2895498244976,48.5372738773131,410.046678155025,1001.03910405278,0.269059500101722,0.656849805808912,1043.86313848915,1143.33192749325,0.653998363843154,0.716317285609367,6.02361090915716,-0.07143945259424554,-0.28664484080943037,1.5287636641957674,-0.06969774219980675,-1.9197082337460798,-1.9892347487995483,0,0,1,3,3,1,3,3,0,5,5,5,3,3,5,6,2,2,6,2,0,6,2,6,-25.16467,8.972717
BROLN,1,,61.5623603658037,35.0,LVD,1,-7.08389282226562,,5.19098555229553,5.78119244461262,,,20.640370602753,,391.465432891867,690.506273103276,0.294113773773003,0.518787583097878,,,,,-4.62236230014139,-1.132033962271864,-1.8701791142876736,1.2149952238490276,-1.0973875878162451,-1.9684981740066787,-1.8850657962266,0,0,1,3,3,1,3,3,0,5,5,2,5,5,2,2,2,0,2,2,5,2,2,5,-35.165382,0.12127937
C24A,1,1.0,116.1447222,290.75,LVD,2,-6.76451921463013,-5.41247797012329,3.96803575120979,3.35896009094063,-2.33059753946587,-2.46195404361238,38.8393634536804,100.493892499156,963.670998143444,1032.83821007572,0.637348543745664,0.683094054282882,1481.79731828402,1466.93915273844,0.784434789986247,0.776569165028292,6.8280175623973,-0.14810452941132485,-1.42795724359263,0.9129087089971883,-0.14554527713861562,-0.46602215853956636,-0.4579876480520964,0,0,0,0,0,2,0,0,2,3,3,0,6,6,6,4,4,6,4,0,6,4,0,2,-12.350887,0.53313935
