Region,Longitude,Latitude
Amazonian_Craton_1,-70.43472443,-2.821045994
Amazonian_Craton_1,-70.19731306,-2.740141859
Amazonian_Craton_1,-69.96457961,-2.703438083
Amazonian_Craton_1,-69.73378218,-2.709889112
Amazonian_Craton_1,-69.50327109,-2.71628891
Amazonian_Craton_1,-69.31403557,-2.5920296
Amazonian_Craton_1,-69.17094512,-2.466526337
Amazonian_Craton_1,-68.98536975,-2.428587941
Amazonian_Craton_1,-68.79997456,-2.390659797
Amazonian_Craton_1,-68.56893242,-2.354031055
Amazonian_Craton_1,-68.29242925,-2.318697579
Amazonian_Craton_1,-68.10777753,-2.280805946
Amazonian_Craton_1,-67.92505429,-2.28591925
Amazonian_Craton_1,-67.74082019,-2.248042285
Amazonian_Craton_1,-67.55680244,-2.210182754
Amazonian_Craton_1,-67.37005342,-2.128942203
Amazonian_Craton_1,-67.14357023,-2.093436786
Amazonian_Craton_1,-66.96027775,-2.013492778
Amazonian_Craton_1,-66.77522835,-1.890639285
Amazonian_Craton_1,-66.59222068,-1.810775598
Amazonian_Craton_1,-66.45410749,-1.729440143
Amazonian_Craton_1,-66.31418207,-1.605219024
Amazonian_Craton_1,-66.30658624,-1.433513072
Amazonian_Craton_1,-66.29840673,-1.219256515
Amazonian_Craton_1,-66.24725927,-1.049378908
Amazonian_Craton_1,-66.10823058,-0.9255245757
Amazonian_Craton_1,-65.96848253,-0.7590706707
Amazonian_Craton_1,-65.82884339,-0.5926433175
Amazonian_Craton_1,-65.69082703,-0.4691129277
Amazonian_Craton_1,-65.55284137,-0.345588016
Amazonian_Craton_1,-65.41977225,-0.3507741978
Amazonian_Craton_1,-65.19815116,-0.3594080117
Amazonian_Craton_1,-65.02099764,-0.3663049616
Amazonian_Craton_1,-64.84231634,-0.3303557554
Amazonian_Craton_1,-64.70963122,-0.335530086
Amazonian_Craton_1,-64.44580843,-0.3462596724
Amazonian_Craton_1,-64.22621189,-0.3552101161
Amazonian_Craton_1,-64.04895204,-0.3195828715
Amazonian_Craton_1,-63.8717696,-0.2839679524
Amazonian_Craton_1,-63.73338056,-0.1182335223
Amazonian_Craton_1,-63.59520424,0.04744216566
Amazonian_Craton_1,-63.41678546,0.1256647675
Amazonian_Craton_1,-63.24014866,0.1610741362
Amazonian_Craton_1,-63.10463226,0.2836829643
Amazonian_Craton_1,-63.05475994,0.4528719865
Amazonian_Craton_1,-62.96121744,0.6202601446
Amazonian_Craton_1,-62.7803449,0.7839111401
Amazonian_Craton_1,-62.60423577,0.8190958786
Amazonian_Craton_1,-62.42817638,0.854263357
Amazonian_Craton_1,-62.1666379,0.842767696
Amazonian_Craton_1,-61.9956967,0.7495274488
Amazonian_Craton_1,-61.95880405,0.5765682477
Amazonian_Craton_1,-61.87676637,0.444571575
Amazonian_Craton_1,-61.66163736,0.3922068234
Amazonian_Craton_1,-61.58338611,0.1749235964
Amazonian_Craton_1,-61.71840395,0.05272631652
Amazonian_Craton_1,-61.76876934,-0.1160363436
Amazonian_Craton_1,-61.81927348,-0.2848023995
Amazonian_Craton_1,-61.91317005,-0.4516487544
Amazonian_Craton_1,-62.00721776,-0.618541444
Amazonian_Craton_1,-62.01438769,-0.7890265094
Amazonian_Craton_1,-62.02334549,-1.002008145
Amazonian_Craton_1,-61.98710646,-1.174083719
Amazonian_Craton_1,-61.94909443,-1.303509393
Amazonian_Craton_1,-61.78330283,-1.481109098
Amazonian_Craton_1,-61.74778305,-1.653389958
Amazonian_Craton_1,-61.66905688,-1.827473595
Amazonian_Craton_1,-61.54521077,-1.960772824
Amazonian_Craton_1,-61.37627648,-2.053313148
Amazonian_Craton_1,-61.20352492,-2.060718141
Amazonian_Craton_1,-61.03469861,-2.153168225
Amazonian_Craton_1,-60.85816332,-2.075468712
Amazonian_Craton_1,-60.68361546,-2.040291964
Amazonian_Craton_1,-60.55419506,-2.045792606
Amazonian_Craton_1,-60.33296033,-1.927769924
Amazonian_Craton_1,-60.15492815,-1.807999968
Amazonian_Craton_1,-59.97884667,-1.730742929
Amazonian_Craton_1,-59.80668993,-1.738536748
Amazonian_Craton_1,-59.67758812,-1.744372367
Amazonian_Craton_1,-59.46244281,-1.754076081
Amazonian_Craton_1,-59.3333729,-1.759886424
Amazonian_Craton_1,-59.11829972,-1.769547258
Amazonian_Craton_1,-58.90338054,-1.779628569
Amazonian_Craton_1,-58.72948959,-1.745285498
Amazonian_Craton_1,-58.59856189,-1.708884223
Amazonian_Craton_1,-58.37767638,-1.591472309
Amazonian_Craton_1,-58.20173741,-1.51452068
Amazonian_Craton_1,-58.10777641,-1.348516858
Amazonian_Craton_1,-57.97277966,-1.227186408
Amazonian_Craton_1,-57.79674467,-1.150307474
Amazonian_Craton_1,-57.62066326,-1.073478903
Amazonian_Craton_1,-57.44650473,-1.039425649
Amazonian_Craton_1,-57.27228377,-1.005353947
Amazonian_Craton_1,-57.05700572,-1.015884713
Amazonian_Craton_1,-56.97088182,-1.020093708
Amazonian_Craton_1,-56.62632747,-1.0369115
Amazonian_Craton_1,-56.23860981,-1.0557865
Amazonian_Craton_1,-56.06387453,-1.021977823
Amazonian_Craton_1,-55.88905924,-0.9881452597
Amazonian_Craton_1,-55.71630416,-0.9968477652
Amazonian_Craton_1,-55.72270641,-1.12449101
Amazonian_Craton_1,-55.6341862,-1.086303416
Amazonian_Craton_1,-55.45493272,-0.9673200237
Amazonian_Craton_1,-55.23881328,-0.9781743901
Amazonian_Craton_1,-55.06586524,-0.9868560059
Amazonian_Craton_1,-54.80625442,-0.9999373215
Amazonian_Craton_1,-54.63264462,-1.009012483
Amazonian_Craton_1,-54.46117292,-1.060683571
Amazonian_Craton_1,-54.24395653,-1.072017325
Amazonian_Craton_1,-54.06784872,-1.038459806
Amazonian_Craton_1,-53.88938653,-0.9622355317
Amazonian_Craton_1,-53.75206771,-0.8410340259
Amazonian_Craton_1,-53.57565647,-0.8073527751
Amazonian_Craton_1,-53.44043713,-0.7287105465
Amazonian_Craton_1,-53.30001952,-0.5648226324
Amazonian_Craton_1,-53.1617677,-0.4435184104
Amazonian_Craton_1,-53.02339929,-0.3221084223
Amazonian_Craton_1,-52.79720013,-0.2051597502
Amazonian_Craton_1,-52.62170184,-0.2142929768
Amazonian_Craton_1,-52.39982322,-0.1828742533
Amazonian_Craton_1,-52.22171428,-0.1491468619
Amazonian_Craton_1,-52.04348791,-0.1153962923
Amazonian_Craton_1,-51.85956361,0.003968656771
Amazonian_Craton_1,-51.63577198,0.03523630686
Amazonian_Craton_1,-51.45057493,0.1546396561
Amazonian_Craton_1,-51.26790794,0.2312648985
Amazonian_Craton_1,-51.12398672,0.3962265506
Amazonian_Craton_1,-51.06870775,0.5659539028
Amazonian_Craton_1,-51.05774142,0.7380875359
Amazonian_Craton_1,-51.04667829,0.910342752
Amazonian_Craton_1,-50.90488101,1.032873814
Amazonian_Craton_1,-50.72117866,1.110140009
Amazonian_Craton_1,-50.57766476,1.23282327
Amazonian_Craton_1,-50.39071915,1.353472143
Amazonian_Craton_1,-50.20595922,1.430999098
Amazonian_Craton_1,-50.1039695,1.599628692
Amazonian_Craton_1,-50.00176671,1.76841361
Amazonian_Craton_1,-50.03425189,1.944014393
Amazonian_Craton_1,-50.11188837,2.121901693
Amazonian_Craton_1,-50.18921863,2.299879466
Amazonian_Craton_1,-50.26312889,2.521430949
Amazonian_Craton_1,-50.38525411,2.701752535
Amazonian_Craton_1,-50.41727875,2.8779641
Amazonian_Craton_1,-50.49743591,3.01282822
Amazonian_Craton_1,-50.52589616,3.232934264
Amazonian_Craton_1,-50.60257349,3.411668471
Amazonian_Craton_1,-50.58237802,3.673974144
Amazonian_Craton_1,-50.65531934,3.896961373
Amazonian_Craton_1,-50.73165664,4.076324592
Amazonian_Craton_1,-50.8114028,4.211933717
Amazonian_Craton_1,-50.93262857,4.393568273
Amazonian_Craton_1,-51.10571748,4.489319845
Amazonian_Craton_1,-51.29239708,4.40921324
Amazonian_Craton_1,-51.38205883,4.41306777
Amazonian_Craton_1,-51.54806382,4.596732934
Amazonian_Craton_1,-51.71379586,4.780540739
Amazonian_Craton_1,-51.83811938,4.918450702
Amazonian_Craton_1,-51.96573679,5.012374563
Amazonian_Craton_1,-52.22089018,5.200397831
Amazonian_Craton_1,-52.43118396,5.38662827
Amazonian_Craton_1,-52.47258673,5.432733363
Amazonian_Craton_1,-52.7820069,5.490307696
Amazonian_Craton_1,-53.09090391,5.547892287
Amazonian_Craton_1,-53.35184891,5.647919
Amazonian_Craton_1,-53.5236215,5.744071591
Amazonian_Craton_1,-53.69543249,5.84032091
Amazonian_Craton_1,-54.00342359,5.898136203
Amazonian_Craton_1,-54.22533261,5.907892808
Amazonian_Craton_1,-54.3999556,5.959833128
Amazonian_Craton_1,-54.57436575,6.011957719
Amazonian_Craton_1,-54.79589766,6.021700369
Amazonian_Craton_1,-55.05876029,6.07774633
Amazonian_Craton_1,-55.3683836,6.09145712
Amazonian_Craton_1,-55.54789137,6.055152104
Amazonian_Craton_1,-55.72977435,5.97458948
Amazonian_Craton_1,-55.90631382,5.982527404
Amazonian_Craton_1,-56.16591491,6.083052951
Amazonian_Craton_1,-56.34479684,6.046810756
Amazonian_Craton_1,-56.52111927,6.054843035
Amazonian_Craton_1,-56.6950575,6.107153607
Amazonian_Craton_1,-56.87120854,6.11527312
Amazonian_Craton_1,-57.12875504,6.26025903
Amazonian_Craton_1,-57.16374684,6.439794958
Amazonian_Craton_1,-57.24289862,6.621723193
Amazonian_Craton_1,-57.41509149,6.718807234
Amazonian_Craton_1,-57.50124102,6.767372032
Amazonian_Craton_1,-57.76418913,6.824314668
Amazonian_Craton_1,-57.94098889,6.832567962
Amazonian_Craton_1,-58.11159737,6.974687812
Amazonian_Craton_1,-58.28854144,6.982991914
Amazonian_Craton_1,-58.47135042,6.857896297
Amazonian_Craton_1,-58.42320913,6.944805524
Amazonian_Craton_1,-58.41326206,7.168009893
Amazonian_Craton_1,-58.44970416,7.349220673
Amazonian_Craton_1,-58.44175449,7.528422976
Amazonian_Craton_1,-58.52281876,7.71252287
Amazonian_Craton_1,-58.60206379,7.942038013
Amazonian_Craton_1,-58.72986046,8.083900366
Amazonian_Craton_1,-58.90441964,8.182947282
Amazonian_Craton_1,-59.20955799,8.379284202
Amazonian_Craton_1,-59.3831592,8.524262767
Amazonian_Craton_1,-59.56201039,8.533123652
Amazonian_Craton_1,-59.65145659,8.537545548
Amazonian_Craton_1,-59.91694168,8.64181211
Amazonian_Craton_1,-60.09589185,8.650758497
Amazonian_Craton_1,-60.27250416,8.750947376
Amazonian_Craton_1,-60.49687299,8.762320541
Amazonian_Craton_1,-60.67652591,8.7715161
Amazonian_Craton_1,-60.81125582,8.778761058
Amazonian_Craton_1,-59.87207353,8.639556511
Amazonian_Craton_2,-49.15728613,-3.145234651
Amazonian_Craton_2,-49.47815086,-3.17674326
Amazonian_Craton_2,-49.65815709,-3.289448691
Amazonian_Craton_2,-49.83792041,-3.401943457
Amazonian_Craton_2,-50.02235883,-3.372417248
Amazonian_Craton_2,-50.1660398,-3.196439007
Amazonian_Craton_2,-50.25908421,-3.157979696
Amazonian_Craton_2,-50.48908721,-3.132858973
Amazonian_Craton_2,-50.67363612,-3.103935305
Amazonian_Craton_2,-50.85837129,-3.024103928
Amazonian_Craton_2,-51.08507322,-3.043287085
Amazonian_Craton_2,-51.35695719,-3.06622672
Amazonian_Craton_2,-51.53811206,-3.081473577
Amazonian_Craton_2,-51.71737887,-3.14419857
Amazonian_Craton_2,-51.89650504,-3.206922152
Amazonian_Craton_2,-52.0772428,-3.221679303
Amazonian_Craton_2,-52.30264218,-3.238658334
Amazonian_Craton_2,-52.48290886,-3.252198497
Amazonian_Craton_2,-52.66113203,-3.31316456
Amazonian_Craton_2,-52.83720651,-3.421459918
Amazonian_Craton_2,-52.96811044,-3.526115651
Amazonian_Craton_2,-53.19086245,-3.589957176
