latitude,longitude
21.33630762,-11.01250541
21.45893824,-10.32743216
21.54330252,-9.893735494
21.62431836,-9.530503772
21.76205913,-9.126604645
21.90123905,-8.838852148
22.11623642,-8.49216152
22.27375296,-8.23388447
22.47054977,-7.937646305
22.6841785,-7.698806126
22.85026082,-7.522018701
23.09806984,-7.291820125
23.27429778,-7.102011993
23.40988542,-6.93864549
23.53931281,-6.716868722
23.67338604,-6.435836901
23.79665932,-6.155522763
23.88534732,-5.761005847
23.89885821,-5.385576365
23.91811844,-4.963571852
23.9148974,-4.63768918
23.88986813,-4.314625385
23.80466556,-4.045399787
23.65511603,-3.691897047
23.48305506,-3.331180926
23.16321888,-3.014083732
22.93315488,-2.710680727
22.79508667,-2.545459109
22.4803481,-2.347503105
22.17828439,-2.251719618
21.84315981,-2.138411906
21.43827151,-2.058139595
21.03511207,-1.978243022
20.53814871,-1.9903557
20.05844263,-2.133913236
19.73783875,-2.36625777
19.38474652,-2.767781482
19.09368956,-3.159069979
18.81335449,-3.459026449
18.48012197,-3.7532694
18.42304465,-3.804216956
18.19297609,-4.282791442
18.0155368,-4.776494079
17.82636401,-5.271397457
17.39849728,-6.123990661
17.1222647,-6.751514394
17.07196409,-6.890030804
17.06603445,-7.057246017
17.05700911,-7.191666865
17.06674111,-7.301985343
17.10570038,-7.38704548
17.19571042,-7.455693027
17.30653291,-7.522325767
17.45995445,-7.595945863
17.53957262,-7.66621103
17.55769396,-7.754129302
17.57769884,-7.864453094
17.58913259,-7.998341767
17.66115919,-8.103841848
17.7227523,-8.210637919
17.82513582,-8.302352075
17.901958,-8.3401474
17.94842799,-8.392325168
18.02433603,-8.41902931
18.04421556,-8.53076592
18.08104861,-8.720907937
18.10452365,-8.878608474
18.15803135,-9.148730407
18.20134147,-9.294307159
18.24642095,-9.463268285
18.29771495,-9.713465029
18.30674857,-10.10872226
18.27935179,-10.3101724
18.2242432,-10.57359485
18.12063104,-10.91344227
17.98921722,-11.17417771
17.84927311,-11.31723946
17.68617094,-11.43875484
17.44379124,-11.49572671
17.20818353,-11.4928304
16.99556119,-11.70371079
16.7866803,-11.80707153
16.57342642,-11.83925381
16.34162885,-11.72989301
16.12610623,-11.72736396
15.835732,-11.74493792
15.57759103,-11.7718573
15.27565909,-11.80414563
15.08421185,-11.89673944
14.88006784,-12.13855041
15.01539901,-12.15755146
15.22137378,-12.16277371
15.41939716,-12.18708719
15.609511,-12.23053668
15.86183072,-12.27014633
16.10521078,-12.31049231
16.30412459,-12.35380605
16.51358773,-12.42458466
16.71475873,-12.50546009
16.97054801,-12.60201653
17.25170253,-12.66940871
17.47963324,-12.74035996
17.67994409,-12.79445603
17.88836284,-12.82950273
18.11554536,-12.87314737
18.34311952,-12.91706463
18.580127,-12.96077186
18.74609122,-13.01816042
18.91289424,-13.08528328
19.06135678,-13.14413747
19.06079714,-13.13463431
19.27006081,-13.29572531
19.40552491,-13.43257875
19.49351276,-13.53382251
19.54818824,-13.6203466
19.61460887,-13.57077
19.75856185,-13.45789195
19.89664478,-13.26017149
20.02002405,-13.05128474
20.16457539,-12.77028205
20.29217305,-12.57605692
20.39825777,-12.39071268
20.59022634,-12.16915078
20.70850327,-12.06082993
20.85280381,-11.8961095
20.98402067,-11.75534915
21.12710394,-11.56663078
21.2281081,-11.41152454
21.28591482,-11.27465114
21.32005911,-11.1157273
21.33630762,-11.01250541
